# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.totalPageLoadsUs,1717447675279000000,1717447717133000000,139999
DirectByteBufferAllocator.disposed,1717447675279000000,1717447717133000000,440
cacheStateStorage.get.counter,1717447675279000000,1717447717133000000,3
cacheStateStorage.set.counter,1717447675279000000,1717447717133000000,17
cacheStateStorage.set.duration,1717447675279000000,1717447717133000000,38
cacheStateStorage.get.duration,1717447675279000000,1717447717133000000,0
VFS.fileByIdCache.hits,1717447675279000000,1717447717133000000,26
VFS.fileByIdCache.misses,1717447675279000000,1717447717133000000,4043
VFS.fileChildByName,1717447675279000000,1717447717133000000,89462
VFS.invertedFileNameIndex.requests,1717447675279000000,1717447717133000000,0
